ds,yhat,yhat_lower,yhat_upper,y,cutoff
2024-01-03 16:40:00,915.6471314691925,821.3893664644585,1008.080405735414,931.8215706043784,2024-01-03 14:19:00
2024-01-03 16:45:00,922.0153433949629,828.2811401694595,1012.3741602628094,943.8120341112124,2024-01-03 14:19:00
2024-01-03 16:50:00,928.8786314177856,838.5312986759623,1017.8577517218115,948.1391642724988,2024-01-03 14:19:00
2024-01-03 16:55:00,936.2053442368231,847.5179843865611,1028.1435258835388,965.516802438767,2024-01-03 14:19:00
2024-01-03 17:00:00,943.9599719462544,851.8000104279863,1029.3586346864167,954.4425250233312,2024-01-03 14:19:00
2024-01-03 17:05:00,952.1033535345654,859.949615436513,1042.7045281592468,916.6163910322476,2024-01-03 14:19:00
2024-01-03 17:10:00,960.5929122584241,870.93818059999,1055.0794057585397,959.5049462751492,2024-01-03 14:19:00
2024-01-03 17:15:00,969.3829170340234,871.8364585405359,1062.2048450005113,965.2646436320956,2024-01-03 14:19:00
2024-01-03 17:20:00,978.4247681827899,888.7023095622167,1066.9377796157253,963.994761198276,2024-01-03 14:19:00
2024-01-03 17:25:00,987.6673053982556,898.6060983911736,1073.4759907917348,977.0195181388656,2024-01-03 14:19:00
2024-01-03 17:30:00,997.0571358133884,911.9751919826906,1087.1064901489378,970.8480538637226,2024-01-03 14:19:00
2024-01-03 17:35:00,1006.5389798109435,916.9482619879697,1097.0904310897104,961.4795019807108,2024-01-03 14:19:00
2024-01-03 17:40:00,1016.0560320336153,931.3267805588205,1113.1624607706754,948.2458572135338,2024-01-03 14:19:00
2024-01-03 17:45:00,1025.5503351763844,933.7292043632058,1119.5565149997176,908.4759766621004,2024-01-03 14:19:00
2024-01-03 17:50:00,1034.9631635935316,939.1788593258742,1128.7663449192544,960.7404554783146,2024-01-03 14:19:00
2024-01-03 17:55:00,1044.2354142370934,946.4488036484058,1135.3408129849972,955.1921921790778,2024-01-03 14:19:00
2024-01-03 18:00:00,1053.3080019048255,960.94167913366,1137.070408873181,1056.7894709298844,2024-01-03 14:19:00
2024-01-03 18:05:00,1062.122256002911,965.6708594667535,1158.7739804207574,1018.0812856044922,2024-01-03 14:19:00
2024-01-03 18:10:00,1070.620315959664,978.578440484668,1153.6191434274585,1022.9735864897934,2024-01-03 14:19:00
2024-01-03 18:15:00,1078.7455223496704,987.3665711136498,1169.9929161845996,1076.3288213333226,2024-01-03 14:19:00
2024-01-03 18:20:00,1086.4428009689098,989.8738163866486,1181.6773918580022,1049.0111211535836,2024-01-03 14:19:00
2024-01-03 18:25:00,1093.659037005319,998.4361092645894,1183.3585613022622,1067.0375174343155,2024-01-03 14:19:00
2024-01-03 18:30:00,1100.3434366378474,1004.8906237052879,1193.0505269152607,1050.7079594032616,2024-01-03 14:19:00
2024-01-03 18:35:00,1106.4478733117207,1011.1119244511261,1201.299505845225,1050.7439034873937,2024-01-03 14:19:00
2024-01-03 18:40:00,1111.9272163317764,1019.4281761625606,1203.3074041066122,1073.4570951494,2024-01-03 14:19:00
2024-01-03 18:45:00,1116.7396392672392,1015.7617684819095,1205.2174491288938,1037.0988817945656,2024-01-03 14:19:00
2024-01-03 18:50:00,1120.846905927609,1025.414176484245,1215.2861100402886,1052.4030194235245,2024-01-03 14:19:00
2024-01-03 18:55:00,1124.2146318822286,1032.0989943828542,1214.8798516954657,1038.443117782374,2024-01-03 14:19:00
2024-01-03 19:00:00,1126.8125195712475,1033.4130422384587,1216.8435487108195,1239.137594314192,2024-01-03 14:19:00
2024-01-03 19:05:00,1128.6145653241301,1038.6318620703316,1214.5829571386835,1242.270696913284,2024-01-03 14:19:00
2024-01-03 19:10:00,1114.8756882555497,1030.2864558305403,1205.1840728058614,1255.553344290843,2024-01-03 19:07:00
2024-01-03 19:15:00,1115.1802527546113,1019.7737531181983,1203.4972315522211,1238.031284458413,2024-01-03 19:07:00
2024-01-03 19:20:00,1114.7176732315131,1023.611518388607,1207.24557035451,1281.393903139338,2024-01-03 19:07:00
2024-01-03 19:25:00,1113.477290798487,1026.4700390858632,1205.3618047390678,1227.6348174445125,2024-01-03 19:07:00
2024-01-03 19:30:00,1111.4528635621605,1026.978144238879,1207.0918904142432,1245.328208895966,2024-01-03 19:07:00
2024-01-03 19:35:00,1108.642610122791,1021.3836919525222,1194.013320830717,1239.0067235431457,2024-01-03 19:07:00
2024-01-03 19:40:00,1105.0492219966418,1015.47461533173,1194.811483291775,1286.1744471088434,2024-01-03 19:07:00
2024-01-03 19:45:00,1100.6798449286846,1003.7849873580327,1190.4615661927546,1254.9138694127894,2024-01-03 19:07:00
2024-01-03 19:50:00,1095.546029206625,1006.6578941013936,1189.29532104266,1275.796113486716,2024-01-03 19:07:00
2024-01-03 19:55:00,1089.6636494093414,996.7225234637559,1180.2073801843526,1212.8609906740758,2024-01-03 19:07:00
2024-01-03 20:00:00,1083.0527941435366,991.8959883487433,1173.1914538349522,1056.6762566467314,2024-01-03 19:07:00
2024-01-03 20:05:00,1075.7376267351717,988.6653512327797,1168.0859047917174,1072.240769890586,2024-01-03 19:07:00
2024-01-03 20:10:00,1067.7462177701063,976.170478403774,1150.8042857231922,1052.0570997318855,2024-01-03 19:07:00
2024-01-03 20:15:00,1059.110350824525,965.3203399589767,1147.4705451377677,1076.6370093766338,2024-01-03 19:07:00
2024-01-03 20:20:00,1049.8653028906613,955.9397452433124,1142.2272272504708,1037.0677887474908,2024-01-03 19:07:00
2024-01-03 20:25:00,1040.0496010339139,952.56786458919,1126.6505319059265,1085.2336860046396,2024-01-03 19:07:00
2024-01-03 20:30:00,1029.7047571895466,937.2942539881705,1121.9929691549103,1107.4724530904812,2024-01-03 19:07:00
2024-01-03 20:35:00,1018.8749829979606,935.3267099826741,1109.5640725040862,1040.9290359890083,2024-01-03 19:07:00
2024-01-03 20:40:00,1007.6068869458993,918.3004980039942,1099.3450744564466,1038.8624369649808,2024-01-03 19:07:00
2024-01-03 20:45:00,995.9491558113876,913.238498924593,1078.1520983048147,1086.3346119279424,2024-01-03 19:07:00
2024-01-03 20:50:00,983.9522231364995,895.2228563884698,1081.0774208567898,1089.4893036432677,2024-01-03 19:07:00
2024-01-03 20:55:00,971.6679268202502,882.6702939996285,1057.4395444446156,1036.9284993211684,2024-01-03 19:07:00
2024-01-03 21:00:00,959.1491586186283,863.9945720781099,1051.5512425846537,839.4953295726036,2024-01-03 19:07:00
2024-01-03 21:05:00,946.4495080520804,853.5419888856251,1034.9840760901373,842.9553847784873,2024-01-03 19:07:00
2024-01-03 21:10:00,933.6229033205997,846.0861405795893,1028.0795036323907,816.388737224143,2024-01-03 19:07:00
2024-01-03 21:15:00,920.723251996817,837.8942640999545,1014.8461731472239,827.0337013378951,2024-01-03 19:07:00
2024-01-03 21:20:00,907.8040839714987,815.2081924338106,999.7451338707465,824.8964808311983,2024-01-03 19:07:00
2024-01-03 21:25:00,894.9181994225287,819.4329290568058,985.9178471066081,830.8050608723968,2024-01-03 19:07:00
2024-01-03 21:30:00,882.1173242250755,793.7579007195455,973.9619516927378,849.1328778153305,2024-01-03 19:07:00
2024-01-03 21:35:00,869.4517755913126,780.7664634340435,956.8573843780727,855.855368313413,2024-01-03 19:07:00
2024-01-03 21:40:00,856.9701400484363,766.6141732901561,938.9708809389484,888.7625123203519,2024-01-03 19:07:00
2024-01-03 21:45:00,844.7189662757676,752.324488499959,932.0119155101072,825.0411489815302,2024-01-03 19:07:00
2024-01-03 21:50:00,832.7424750821954,746.2832645185463,922.2892867161792,874.6080599619146,2024-01-03 19:07:00
2024-01-03 21:55:00,821.0822884252709,735.7422330821767,909.1849872728721,844.6502788943623,2024-01-03 19:07:00
2024-01-03 22:00:00,809.7771795624737,718.1998391872187,899.6700912844143,748.7634072586892,2024-01-03 19:07:00
2024-01-03 22:05:00,798.8628460553625,711.441788874679,891.2815289276699,766.8704873041651,2024-01-03 19:07:00
2024-01-03 22:10:00,788.3717072045933,694.2654619006084,886.1477901331344,721.9319494609425,2024-01-03 19:07:00
2024-01-03 22:15:00,778.3327273955977,692.4941921410903,865.6567736486152,759.5602436546012,2024-01-03 19:07:00
2024-01-03 22:20:00,768.7712664923845,679.1651050777072,857.3044841577215,754.1613052053264,2024-01-03 19:07:00
2024-01-03 22:25:00,759.7089583575076,667.1795787772156,845.6681390742411,762.3112816002038,2024-01-03 19:07:00
2024-01-03 22:30:00,751.1636181935487,665.634960806873,838.6754243129494,757.2292160976955,2024-01-03 19:07:00
2024-01-03 22:35:00,743.1491793889222,648.1528321600713,835.7638339398279,811.3825034977724,2024-01-03 19:07:00
2024-01-03 22:40:00,735.6756600948138,650.7260525373995,820.9873621848701,734.0565003937171,2024-01-03 19:07:00
2024-01-03 22:45:00,728.749159788614,638.0768280304595,821.2476355389883,736.7250761249545,2024-01-03 19:07:00
2024-01-03 22:50:00,722.3718855706561,630.0563874936895,814.5886266796643,734.4214868393809,2024-01-03 19:07:00
2024-01-03 22:55:00,716.54220796161,625.339271096927,812.5460481477544,736.1130720209936,2024-01-03 19:07:00
2024-01-03 23:00:00,711.2547455551885,624.8832792870412,805.5394158103536,734.065321817337,2024-01-03 19:07:00
2024-01-03 23:05:00,706.5004778854499,617.532133424368,790.7959345895621,779.7254132776887,2024-01-03 19:07:00
2024-01-03 23:10:00,702.2668853355083,607.9332747078847,795.508169936439,785.5126061997464,2024-01-03 19:07:00
2024-01-03 23:15:00,698.5381150131971,611.7945212860403,788.6493008901998,735.7313426562631,2024-01-03 19:07:00
2024-01-03 23:20:00,695.2951711946338,606.2084945169781,778.8735394008485,729.1911106723943,2024-01-03 19:07:00
2024-01-03 23:25:00,692.5161286907746,597.1030942185474,782.8046764160939,761.7853889096601,2024-01-03 19:07:00
2024-01-03 23:30:00,690.1763674639413,600.8411278529813,780.8063915736781,736.1944238929757,2024-01-03 19:07:00
2024-01-03 23:35:00,688.2488265273064,599.3862704278417,776.7452788203988,765.8232954438878,2024-01-03 19:07:00
2024-01-03 23:40:00,686.7042751131357,601.1553751411516,776.4746483146855,755.0730755212825,2024-01-03 19:07:00
2024-01-03 23:45:00,685.5115989107057,596.4482509056351,773.5695932533489,712.1063971250692,2024-01-03 19:07:00
2024-01-03 23:50:00,684.6380990848719,593.1956524221258,778.5856471113394,788.6876300332516,2024-01-03 19:07:00
2024-01-03 23:55:00,684.0498016963084,593.4681719478887,768.6921286631454,794.896941827388,2024-01-03 19:07:00
2024-01-04 00:00:00,716.9460041044566,627.7529584044352,804.1052686245866,634.6802827378904,2024-01-03 23:55:00
2024-01-04 00:05:00,717.6725531498108,623.0903957788724,811.5180118030548,640.3074610016004,2024-01-03 23:55:00
2024-01-04 00:10:00,718.5472283378789,639.6870326879296,804.6653183112412,657.1466347681226,2024-01-03 23:55:00
2024-01-04 00:15:00,719.5288101468961,633.2134556403098,811.182610682604,658.3614197496756,2024-01-03 23:55:00
2024-01-04 00:20:00,720.5766407029787,630.3822169435997,809.4206454106605,666.4636068168207,2024-01-03 23:55:00
2024-01-04 00:25:00,721.6509764113326,629.2439608669929,808.3915413556928,700.2551134691587,2024-01-03 23:55:00
2024-01-04 00:30:00,722.7133312924814,630.4503472347249,810.2081161756572,645.5763193126488,2024-01-03 23:55:00
2024-01-04 00:35:00,723.7268083138581,629.0209008890906,809.6575214970626,630.0425688865387,2024-01-03 23:55:00
2024-01-04 00:40:00,724.656416186024,635.1321016432252,813.9645634354638,615.5170192996368,2024-01-03 23:55:00
2024-01-04 00:45:00,725.4693691431767,634.6538520419492,814.8776607571232,631.726749001452,2024-01-03 23:55:00
2024-01-04 00:50:00,726.1353673925111,634.5339959279161,816.07359438189,649.1718256781551,2024-01-03 23:55:00
2024-01-04 00:55:00,726.6268560697838,634.4027913164574,815.4404296968506,694.8639465879447,2024-01-03 23:55:00
2024-01-04 01:00:00,726.9192606959625,634.279913176869,818.0220046918054,637.0597175240957,2024-01-03 23:55:00
2024-01-04 01:05:00,726.9911973249139,641.551648234706,815.862606172197,655.5946987909724,2024-01-03 23:55:00
2024-01-04 01:10:00,726.8246557574441,634.7640365298219,809.4631862482627,649.5894275981811,2024-01-03 23:55:00
2024-01-04 01:15:00,726.4051544239084,636.3157786768994,815.1144010851361,679.709831836202,2024-01-03 23:55:00
2024-01-04 01:20:00,725.7218657416865,631.2256666821368,817.8405628180088,713.1733106468405,2024-01-03 23:55:00
2024-01-04 01:25:00,724.7677109964533,639.1954197045635,808.8194890490614,636.728280676992,2024-01-03 23:55:00
2024-01-04 01:30:00,723.5394240224655,630.4164104508219,814.9147814378631,637.7640139370444,2024-01-03 23:55:00
2024-01-04 01:35:00,722.037583208107,630.6067232003894,812.4406868152887,676.1040219267268,2024-01-03 23:55:00
2024-01-04 01:40:00,720.2666115970019,624.5857520753664,806.9060491231352,667.0472872406577,2024-01-03 23:55:00
2024-01-04 01:45:00,718.2347450895563,626.0622584216574,813.8152824442121,696.1676831434008,2024-01-03 23:55:00
2024-01-04 01:50:00,715.9539690315274,621.2235504838566,802.5235939193021,664.5982046331491,2024-01-03 23:55:00
2024-01-04 01:55:00,713.4399236735832,626.3205103435371,803.8380687874586,641.0176977303236,2024-01-03 23:55:00
2024-01-04 02:00:00,710.7117792468597,618.4252798946496,804.4160478847878,664.7663707673078,2024-01-03 23:55:00
2024-01-04 02:05:00,707.7920816949018,613.8021199372566,799.6150729322718,677.7175895145726,2024-01-03 23:55:00
2024-01-04 02:10:00,704.7065701905088,615.8131037226696,791.5991178964706,670.5120545299341,2024-01-03 23:55:00
2024-01-04 02:15:00,701.483967933641,604.8361983480455,793.7291693817849,662.6818507776825,2024-01-03 23:55:00
2024-01-04 02:20:00,698.1557478305094,612.8925764808097,795.8764948409664,676.6668672397288,2024-01-03 23:55:00
2024-01-04 02:25:00,694.7558749231104,598.4491170596374,783.2545252443269,679.2323897611418,2024-01-03 23:55:00
2024-01-04 02:30:00,691.3205275371492,599.5661991207609,781.7202837168529,684.5539747759382,2024-01-03 23:55:00
2024-01-04 02:35:00,687.8877993620083,603.0859372550264,778.6334693796482,666.2177471897411,2024-01-03 23:55:00
2024-01-04 02:40:00,684.4973847642764,591.2674763172924,778.7471895909914,645.8220479920786,2024-01-03 23:55:00
2024-01-04 02:45:00,681.1902498160384,604.0735225918373,777.7158118836446,653.6678421608331,2024-01-03 23:55:00
2024-01-04 02:50:00,678.0082915799102,591.0889988882914,766.5796622192271,680.162724162709,2024-01-03 23:55:00
2024-01-04 02:55:00,674.9939883333224,581.605661053908,764.0195421447155,629.5766082253191,2024-01-03 23:55:00
2024-01-04 03:00:00,672.1900434385473,581.3497466453265,763.9124591252977,659.2168327218226,2024-01-03 23:55:00
2024-01-04 03:05:00,669.6390256609509,575.5027051491087,759.3906718647479,640.166529691816,2024-01-03 23:55:00
2024-01-04 03:10:00,667.3830087365751,578.9107562719884,760.2872231997562,650.7186205733705,2024-01-03 23:55:00
2024-01-04 03:15:00,665.4632129990202,576.4716318174278,749.8788917333793,681.9612965651825,2024-01-03 23:55:00
2024-01-04 03:20:00,663.9196518942258,568.3492909703882,751.1234320782299,654.7774767004976,2024-01-03 23:55:00
2024-01-04 03:25:00,662.7907861185795,574.3444620448857,748.2352041052202,651.1609137039037,2024-01-03 23:55:00
2024-01-04 03:30:00,662.1131881065015,570.006492624495,753.4613940013563,616.003596475502,2024-01-03 23:55:00
2024-01-04 03:35:00,661.9212195173022,570.1834563032614,753.7093263794114,668.6563391506805,2024-01-03 23:55:00
2024-01-04 03:40:00,662.2467242201312,572.2636207319763,756.6190957860746,666.1371045285268,2024-01-03 23:55:00
2024-01-04 03:45:00,663.118739227393,575.5700428423066,752.2045340491393,704.0813680826365,2024-01-03 23:55:00
2024-01-04 03:50:00,664.5632258447446,573.5947780078552,754.6255134804559,642.3055441261749,2024-01-03 23:55:00
2024-01-04 03:55:00,666.6028231629044,576.6181694359069,750.6762949689058,655.4787581915984,2024-01-03 23:55:00
2024-01-04 04:00:00,669.2566258629047,578.2283833081422,761.4710482870075,656.2345920927689,2024-01-03 23:55:00
2024-01-04 04:05:00,672.5399880979104,583.0308780531789,761.7337603489567,689.4363319940869,2024-01-03 23:55:00
2024-01-04 04:10:00,676.4643550272274,587.0810110678988,766.4789529378147,647.6176116903262,2024-01-03 23:55:00
2024-01-04 04:15:00,681.0371233977673,589.976382086774,774.1038181488777,656.9755381442585,2024-01-03 23:55:00
2024-01-04 04:20:00,686.2615322395143,598.4522625033707,773.8713578737594,665.1974127429135,2024-01-03 23:55:00
2024-01-04 04:25:00,692.136584705626,600.513926382865,782.1182281361396,654.665228078909,2024-01-03 23:55:00
2024-01-04 04:30:00,698.657001618175,609.7643223129779,790.0431295275536,638.8391596362368,2024-01-03 23:55:00
2024-01-04 04:35:00,705.8132072388453,611.7761530991837,798.3058546268005,654.8522498224577,2024-01-03 23:55:00
2024-01-04 04:40:00,713.5913474097765,625.1196445794126,807.349018825769,676.8407937464943,2024-01-03 23:55:00
2024-01-04 04:45:00,689.5794016969201,604.2041713207301,777.2110700475893,624.3371175147234,2024-01-04 04:43:00
2024-01-04 04:50:00,698.0461084245313,612.313718274137,784.9494676136089,653.3242418536719,2024-01-04 04:43:00
2024-01-04 04:55:00,707.0351232200176,613.1973457942636,792.5974505581148,632.4969796265207,2024-01-04 04:43:00
2024-01-04 05:00:00,716.5184982021883,631.0668626352975,802.7770750670244,679.8761657231211,2024-01-04 04:43:00
2024-01-04 05:05:00,726.4647478455666,636.5843244126611,812.2252292197865,611.9203273804056,2024-01-04 04:43:00
2024-01-04 05:10:00,736.8390326612544,653.4389172722599,825.5043749300941,636.0269538182102,2024-01-04 04:43:00
2024-01-04 05:15:00,747.6033688144404,655.4169776572217,832.867481947441,659.430296876613,2024-01-04 04:43:00
2024-01-04 05:20:00,758.7168622684587,667.5273828143373,848.5023812165404,689.1381007308585,2024-01-04 04:43:00
2024-01-04 05:25:00,770.1359656360115,685.2892854824329,854.8246528508938,648.3562434731753,2024-01-04 04:43:00
2024-01-04 05:30:00,781.8147559764571,695.6207868106673,861.8888967731943,636.12001183267,2024-01-04 04:43:00
2024-01-04 05:35:00,793.7052314164596,709.2167907761343,874.7164907029598,697.0289267360148,2024-01-04 04:43:00
2024-01-04 05:40:00,805.7576243908725,717.3017415211897,898.1216437881125,613.7996524895939,2024-01-04 04:43:00
2024-01-04 05:45:00,817.9207293151552,733.0196068065243,899.7005966580616,595.029851084498,2024-01-04 04:43:00
2024-01-04 05:50:00,830.1422419699758,746.4843128250445,916.968348367956,661.0003612513333,2024-01-04 04:43:00
2024-01-04 05:55:00,842.3691084663305,757.2456956539617,931.8335555633165,637.4486443911848,2024-01-04 04:43:00
2024-01-04 06:00:00,854.547880825372,769.3612289992802,942.3557444463444,974.4691795717322,2024-01-04 04:43:00
2024-01-04 06:05:00,866.6250767740872,775.444726911749,956.3489207850903,1017.7089111824838,2024-01-04 04:43:00
2024-01-04 06:10:00,878.5475409314947,789.8562029294615,968.9334607132087,1006.09501784428,2024-01-04 04:43:00
2024-01-04 06:15:00,890.2628047767319,803.1797566573773,973.2390855223496,985.8980342315818,2024-01-04 04:43:00
2024-01-04 06:20:00,901.7194425910774,816.5081228137914,995.5366922218996,967.9923900332276,2024-01-04 04:43:00
2024-01-04 06:25:00,912.86742083384,823.374785230252,994.8856774023332,1021.8114332070036,2024-01-04 04:43:00
2024-01-04 06:30:00,923.6584383335121,836.5680629830058,1009.8327067960956,1016.2550294489664,2024-01-04 04:43:00
2024-01-04 06:35:00,934.0462545438561,851.364140094289,1023.5868597642313,997.5206034055154,2024-01-04 04:43:00
2024-01-04 06:40:00,943.9870037176203,850.3870695580529,1031.2806234351272,1046.1659249011916,2024-01-04 04:43:00
2024-01-04 06:45:00,953.439492398556,867.4685077319899,1037.4720317705749,973.2478808418462,2024-01-04 04:43:00
2024-01-04 06:50:00,962.3654781353041,876.7247066655922,1049.4231780727278,961.8618707268816,2024-01-04 04:43:00
2024-01-04 06:55:00,970.7299272226446,886.2724317513497,1052.86395803772,982.702298252969,2024-01-04 04:43:00
2024-01-04 07:00:00,978.5012496581867,893.7896583848581,1063.0624506265317,1128.7641601587784,2024-01-04 04:43:00
2024-01-04 07:05:00,985.6515094651543,899.2227341357038,1083.3419029982415,1135.9872968007332,2024-01-04 04:43:00
2024-01-04 07:10:00,992.1566088350614,908.2617534708008,1079.3805558344443,1123.8729091212576,2024-01-04 04:43:00
2024-01-04 07:15:00,997.9964447585872,909.7337073262509,1084.9623222256264,1138.7051954805231,2024-01-04 04:43:00
2024-01-04 07:20:00,1003.1550368405913,910.9273387879449,1083.5352059241434,1098.6153249629049,2024-01-04 04:43:00
2024-01-04 07:25:00,1007.6206255486071,923.0123259215381,1089.6053153775097,1165.9979256694974,2024-01-04 04:43:00
2024-01-04 07:30:00,1011.3857399729375,928.1435869581361,1101.2249404115503,1127.8500311078517,2024-01-04 04:43:00
2024-01-04 07:35:00,1014.4472347284861,925.9323906238817,1108.1509935698655,1157.836206357369,2024-01-04 04:43:00
2024-01-04 07:40:00,1016.8062956727284,921.993663420415,1103.8416462865416,1138.4719442271085,2024-01-04 04:43:00
2024-01-04 07:45:00,1018.4684144237641,932.7773934908307,1101.7500097996062,1141.3226410465104,2024-01-04 04:43:00
2024-01-04 07:50:00,1019.443331889957,940.2300361756031,1105.7206087809427,1144.147992573471,2024-01-04 04:43:00
2024-01-04 07:55:00,1019.7449512371594,929.300073065959,1100.8131662799183,1141.0965245680989,2024-01-04 04:43:00
2024-01-04 08:00:00,1019.3912209807958,935.1540295116631,1107.8213850074403,886.1642584290228,2024-01-04 04:43:00
2024-01-04 08:05:00,1018.403989082699,929.3451918333828,1107.8163413165448,903.325002685645,2024-01-04 04:43:00
2024-01-04 08:10:00,1016.8088291787652,925.1387252810231,1110.4015040014324,875.0092186748709,2024-01-04 04:43:00
2024-01-04 08:15:00,1014.6348402568397,926.7547408934934,1098.4375789422957,887.821283372047,2024-01-04 04:43:00
2024-01-04 08:20:00,1011.9144213023613,923.0116888062488,1095.2692502468449,867.8527970751535,2024-01-04 04:43:00
2024-01-04 08:25:00,1008.6830226505783,921.9809313825372,1092.085802834219,906.099119818571,2024-01-04 04:43:00
2024-01-04 08:30:00,1004.978875901227,921.3259680234388,1090.1714177377871,853.1863818808524,2024-01-04 04:43:00
2024-01-04 08:35:00,1000.8427044680889,912.2094451863254,1089.5568744642742,915.1197002551046,2024-01-04 04:43:00
2024-01-04 08:40:00,996.3174169616263,910.7173037755072,1084.6914332510237,869.0922406662256,2024-01-04 04:43:00
2024-01-04 08:45:00,991.4477856840662,903.4432654278174,1079.979538113806,834.326811879383,2024-01-04 04:43:00
2024-01-04 08:50:00,986.2801127797312,898.2069434672958,1075.3177092641436,873.298799805104,2024-01-04 04:43:00
2024-01-04 08:55:00,980.8618864105172,900.2288655965167,1058.1866451995397,853.0698979954622,2024-01-04 04:43:00
2024-01-04 09:00:00,975.2414297188768,886.1576953650708,1062.7908485184548,971.016088724718,2024-01-04 04:43:00
2024-01-04 09:05:00,969.4675451105738,886.6737396927521,1051.773856721896,933.6844005174404,2024-01-04 04:43:00
2024-01-04 09:10:00,963.5891566115328,880.4923854188864,1053.9982338190325,938.8454141696304,2024-01-04 04:43:00
2024-01-04 09:15:00,957.6549529801378,872.9001780230273,1049.1705304908921,902.7614817263616,2024-01-04 04:43:00
2024-01-04 09:20:00,951.7130342455672,861.1160247670658,1029.9360727042842,938.692342018773,2024-01-04 04:43:00
2024-01-04 09:25:00,945.8105644059898,854.2925109676269,1029.3908560035356,889.4030168342761,2024-01-04 04:43:00
2024-01-04 09:30:00,939.9934327669451,851.7360786607186,1025.2537677703313,910.4024294128568,2024-01-04 04:43:00
2024-01-04 09:35:00,911.4216294922874,822.2552962756857,1004.568976869019,969.0103664036076,2024-01-04 09:31:00
2024-01-04 09:40:00,905.3496707196783,810.3100829378473,987.8345707857758,969.6450039662708,2024-01-04 09:31:00
2024-01-04 09:45:00,899.542623058447,805.6288776396082,991.3261622172877,960.636439044624,2024-01-04 09:31:00
2024-01-04 09:50:00,894.040921337887,795.1611338903596,991.0935275230693,925.8255964217695,2024-01-04 09:31:00
2024-01-04 09:55:00,888.8818796647971,794.2384457166773,977.7545635154426,948.8072160964504,2024-01-04 09:31:00
2024-01-04 10:00:00,884.0994397714801,792.6778542309929,972.521270968187,949.9099365227356,2024-01-04 09:31:00
2024-01-04 10:05:00,879.7239461889127,786.8974888156782,973.954295679739,921.0408827701864,2024-01-04 09:31:00
